Die Simpsons	gut	Cool	Super cool
Bike Race Free	gut	Geil	Einfach nur der hammer
Call Of Duty Heroes	gut	Gut	Nicht schlecht ähnlich wie clash of clans :D
Die Simpsons	schlecht		Für alle deren Spielstände auch gelöscht wurden: Deinstalliert das Spiel und installiert es wieder.. dann müsst ihr das Spiel starten und es müsste wieder der alte Spielstand da sein. (War bei mir jedenfalls so)
Farmville 2	schlecht		Ich bin stink sauer, erst hängt es bei 22% und jetzt fange ich wieder von vorne an. War bei Level 54 und jetzt wieder auf 1 .
Subway Surfers	gut	Super	ich bin zufrieden mit der APP finde es super wäre cool wenn das levelmäßig wäre. finde es super wenn es noch mehr Charakter gäbe Trotzdem gut Super Zeit vertreib!
Die Simpsons	gut		Ich mag dieses Spiel. Was ich toll finden würde ..... wenn man das Spiel sprich das Land klein zoomen könnte. Da kann man dann viel besser bauen und hat viel besseren Überblick ;)
Angry Birds	gut		Super Zeit vertreib
Die Simpsons	gut		Das beste Spiel ever würde auch weiter empfehlen
Temple Run	gut		Temple Run, das ROOCKT
Subway Surfers	gut	Moin	Ist vol das geile Spiel
Die Simpsons	gut	Simpsons springfield	An manchen Tagen sind die Server Top mal Flop! Habe Donuts gekauft Geld weg Donuts keine! Habe zwar die Donuts nicht erhalten dafür mein Geld zurück! Immerhin!! Im Moment alles tip top. Andrea77710
Farmville 2	gut		Ich liebe dieses Spiel! Ja, oftmals sind die Updates nicht einwandfrei aber bisher wurden alle Fehler wieder behoben. Nun ja... Neues Update heute ... Jetzt funktioniert das Düngen der Freunde wieder ... Aber die Mühle wirft nichts mehr ab... Ach menno
Subway Surfers	gut		Das Spiel ist richtig cool und es macht richtig viel Spaß♡☆★:-);-):-D
Die Simpsons	gut		Ist gut leider ist alles gelöscht worden wie ich es irgendwan gestatet habe
Subway Surfers	gut	DER HAMMER !!!	Ich liebe dieses Spiel bin richtig süchtig :)
Die Simpsons	gut	Einfach nur geil	Wie in den Filmen
Die Simpsons	gut	Toll	Mann ist so eine Art Bürgermeister
Die Simpsons	gut		Toller Zeitvertreib
Subway Surfers	gut	Geil,aber	Ich finde das spiel geil,aber es kommen immer popabs aber das ist nicht schlimm weil mann das vor geilheit garnicht merkt.
Hay Day	gut	Super	Perfekter Zeitvertreib für alle, die diese "Farmspielchen" mögen. Auch nach fast 1 Jahr schau ich täglich rein und es wird nicht langweilig. Fehler im Spiel hatte ich noch nie und dass das Spiel nicht erreichbar ist kommt extrem selten vor (und dann gibt's auch gleich eine Entschädigung in Form von Diamanten). Daumen hoch
Hay Day	gut	Jipppiii	Einfach ur witzig und exzellent immer wenn ich mit meine Freunde spiele dan müssen wir immer lachen 😘
Subway Surfers	gut		Cool
Bike Race Free	gut	Cool	Cool
Angry Birds	gut	...	8/10 Punkten !
Die Simpsons	schlecht	Scheisse	Leckt nur kann nichts mehr machen SOFORT BEHEBEN!!!
Angry Birds	gut	Cooler get es nicht	Das Spiel ist einfach geil mann könnte es den ganzen Tag spielen.
Tower Defense	gut	kurzweilig	Für zwischendurch immer gerne :-)
Farmville 2	gut	Spasig	Sehr cool
Subway Surfers	gut		:)
Bike Race Free	gut		Geilo
Temple Run	gut	Kleinen Fehler	Das Spiel macht sehr viel Spaß. Dabei handelt es sich schon paar Fehler die verbessert werden muss. Das es an bestimmten Stellen klemmt. Manchmal wenn ich springen will springt der Typ nicht & stößt gegen ein Baumstamm, oder er fällt runter . Solche Fehler sollte schnell behandelt werden, sonst gebe ich dieses Spiel 4 Sterne!!!!
Die Simpsons	gut	Hammer Spiel!!!! Suchtfaktorrrrr:-)	Das Spiel ist einfach der Hammer aber ich bitte euch um mehr Grundstücke die man kaufen kann, habe kein Platz mehr für was neues bitte macht was! Ihr seid spitze, lieben gruß sagt euch die Melli :-)
Hay Day	gut		Cool funktioniert soger einwandfrei und hängt sich andauert auf wie bei anderen spielen
Subway Surfers	schlecht	Schlecht	Es nimmt richtig viel speicherplatz und wird schnell langweilig finde ich
Subway Surfers	schlecht	Omg nein	es ist doof es schließt sich immer wieder total dumm
Hay Day	gut	Schade	Bitte beheben das Mann das auch ohne internet spielen kann dann gebe es mehr sucht Gefahr :)
Hay Day	gut	Cool	Cooles Spiel
Call Of Duty Heroes	gut	gut	kann man zocken
Die Simpsons	schlecht	Startet nicht	Nach update stürzt das Spiel direkt ab!!
Subway Surfers	gut	Echt cool	Ich finde es echt super macht riesen Spaß
Subway Surfers	gut	Cool😃	Es ist cool aber was blöd ist das der Dino nur frei wird wenn mann in Facebook ist das müsstet ihr noch schaffen dann 5 Sterne
Hay Day	gut		Macht spass
Hay Day	schlecht	Naja	Am Anfang gut dann langweilig
Die Simpsons	gut	Suche	Suche aktive Mitspieler. Bitte adden!!! Pinchen1833
Farmville 2	schlecht		ich habe mir ein tap geholt und ich kann es nicht herunterladen das ist nicht gut
Hay Day	gut	Tolles spiel	Hay day ist tolles spiel, immer gut zum spielen.
Hay Day	gut		Macht viel Spaß zu empfehlen
Call Of Duty Heroes	gut		Steckt ne Menge Potential drinn, hoffe das Game verkommt nicht am Ende zu einen PTW- Titel
Die Simpsons	schlecht		So geil aber das man fast Alls mit donots kaufen muss ist sch...
Die Simpsons	gut	Ja	Jajajajaja
Hay Day	schlecht		Scheiße
Bike Race Free	gut	Geil	Ich find das spiel heil guter Zeitvertreib und so
Farmville 2	gut	Dario	Es ist kool
Call Of Duty Heroes	gut		Super strategie
Subway Surfers	gut	Cool	Einfach cool :D
Hay Day	gut	Suchtinator	Alles super cool aber kleiner Vorschlag: könnte man im Marmeladenkocher auch Nutella herstellen mit kakaobohnen?? Des wär einfach zu geil ich freu mich scho...😍😗😙🙋
Die Simpsons	gut	Bestes game ever	Es wird nie langweilig, ein echter Langzeitspielspaß. Das einzige was mir an dem Spiel fehlt sind Nachbarn. Bitte Manganiacs adden!
Cut The Rope 2	gut		Mein Kind findet dass Spiel einfach fantastisch
Bike Race Free	gut	Top	Richtig geile APP will aber das das Spinnrad zurückkommt dass man wieder neue bikes spinnen kann bitte wieder neues Ereignis hereinvringen sonst Top App
Hay Day	schlecht	Diamentenkauf	Habe heute 50 Diamenten gekauft, davon waren bis eben noch ca 32 Stück da - nun sind alle weg.... Bin stinksauer, klärt das! Oder Geld zurück.
Subway Surfers	gut	Subwaysurf	Super aber es stockt die ganze zeit
Hay Day	gut		Super
Subway Surfers	schlecht	Hallo ?!	Das ist echt cool nur nach dem update für den Anfänger Bonus stürzt es immer ab Bitte beheben dann 5 Sterns
Die Simpsons	schlecht		Behindertes Spiel.
Hay Day	gut	Sehr gut	Schweine geil
Die Simpsons	gut		5Sterne ist es schon wert. Jedoch startet das Game seit heute nicht mehr. Nach Fox bleibt der Bildschirm schwarz.
Hay Day	schlecht		Einfach nur cool
Die Simpsons	gut		Ich liebe es....durch die updates kommt keine Langeweile auf :-)
Subway Surfers	gut		Richtig geil
Die Simpsons	gut		Assi geil wers net. Hat runter laden
Hay Day	gut		Einfach nur super! !!!!!
Die Simpsons	gut	Super	Seit über einem Jahr dabei..trotz der Abstürze. ..kann man mit leben...auch wenn es lästig ist...Es ist ein tolles uns abwechslungsreiches Spiel ..allerdings macht es süchtig😊. .LG sternschnu703...Nachtrag und tip für die, bei denen alles plötzlich weg ist. Deinstallieren und neu installieren. .dann ist alles wieder wie es vorher war. Hatte ich auch schon...War völlig verzweifelt. ..ansonsten die Hilfe anschreiben. Die sind sehr nett und kümmern sich wirklich😄
Hay Day	gut		Hayday
Hay Day	gut	Fast perfekt	Ich finde das Spiel super und macht auch süchtig aber es wäre noch cooler wenn man Diamanten in Geld verwandeln könnte
Die Simpsons	gut	Weihnachten	Ich warte auf ein weihnachts Spiel
Hay Day	gut	Suchtgefahr	Ich finde dieses Spiel echt super.Was mich stört ist, ohne Scheunen Verbesserung etc.kann man nichts mehr betätigen. Furchtbar. Aber es macht Spaß und sehr süchtig! :)
Farmville 2	gut	Wieder super zum spielen	Das Spiel kann man jetzt wieder ohne probleme spielen. Hoffentlich bleibt das so....suchtgefahr
Die Simpsons	gut	Perfekt	Das Spiel macht meeeeega viel Spaß
Hay Day	gut		Wenn man einen guten Verband hat macht das Spiel richtig spass, ein kleines minus gibt es auch. Leider wiederholen sich die Event andauernd,lasst euch mal etwas neues einfallen.
Hay Day	gut		Nice
Die Simpsons	gut	Adden	marceladam79 brauche freunde und das spiel ist ein toller zeitvertreib
Die Simpsons	gut	Tolles spiel	Bin noch auf der suche nach freunden!! ...Bitte adden manuelaofn157
Angry Birds	gut	Gutes spiel	Aber die Werbung nerft
Hay Day	gut	Samsung Galaxy Tab 3lite	Mega geil das neue Update ist der absolute Hammer...!!! ;-) :-D :-D 5*+1
Die Simpsons	schlecht	Funktioniert Nicht.... ;-((	Funktioniert nicht auf Note3...Serverfehler!...sofort wieder deinstalliert!....
Bike Race Free	gut	Cool	Cool
Bike Race Free	schlecht	Dauernd teile die ich hab :-(	Hab fast alle worldtour bikes und mir fehlen noch das italien bike und das Usa bike. Ich hab aber das gefühl das ich mit gems 100000000000000 mal spinen muss damit der helm vom Usa bike und der Körper vom ita bike kommen bitte beheben dann 5 sterne
Temple Run	gut	Macht Spaß	Das Spiel macht wirklich Spaß wenn nicht sogar etwas süchtig. Ich finde es auch gut das man relativ schnell Münzen bekommt!! :) also ich würde mir keine holen nur so als Tipp. Also Top Spiel und nur zu empfehlen. Ladet euch Auch Temple Run 2 runter ! Ist auch geil :D
Temple Run	schlecht		Ich kann es nicht mal runter laden :(
Hay Day	gut	Witzig ...	Aber die Sache mit den Diamanten . Ich würde lieber das Spiel am Anfang bezahlen und hätte danach meine Ruhe .
Call Of Duty Heroes	gut	Genial	Holt es euch wenn euch sowas gefällt!
Subway Surfers	schlecht		Cool
Subway Surfers	gut	Einfach lol	Das Spiel ist geil und es backt nicht macht ein voll süchtig muss man haben
Die Simpsons	gut	Klasse	Super Spiel!! Wer noch Nachbarn benötigt bitte monstervomgo adden.
Hay Day	gut	Aktualisiert	Komme seit dem neuen Update nicht mehr ins Spiel rein! Es aktualisiert und dann bricht die Verbindung zum Server ab. Kann man was dagegen tun??
Die Simpsons	schlecht		Richtig scheiße
Subway Surfers	gut	Cool	:D
Hay Day	gut		Super Spiel,nur dauert die Produktion mancher Produkte zu lange. (zB. Marmelade)
Die Simpsons	gut	I LOVE IT	Suchtfaktor!
Subway Surfers	gut	Cool	Ich liebe supway surfers
Tower Defense	gut	Sehr gut	Macht Spaß
Hay Day	gut		MACHT EIGENTLICH SPASS. ABER MUSS GANZ EHRLICH SAGEN DAS ES EIN "UNDING" IST DAS ICH MIR IN DER MIENE DIAMANTEN VERDIENE UND SIE DANN ERST DAZU GERECHNET WERDEN UND AUF EINMAL WEG SIND. TRAURIG!!!!
Die Simpsons	gut	Super game	👍
Subway Surfers	gut	Es sind keine lacks sau gutttttttes spiel	Ich bin profi geworden :-) B-)
Die Simpsons	gut	Top game	Geilstes Spiel auf der Erde nach c.o.c (Clash of clans)
Hay Day	gut		Voll geil!!!!
Hay Day	schlecht	Derby	Habe das derby beendet und hätte 3 hufeisen bekomme. Habe aber keins bekommen. Deswegen 1 Stern. Möchte meine 3 hufeisen bekommen
Angry Birds	gut	Ok	Is OK
Hay Day	schlecht		Und ich gehe davon aus das es auch nicht mehr so lange dauert, Bis dann mal wieder
Farmville 2	schlecht		Sonst würde ich 5 geben. Komme aber seit ca Mittlerweile einem Monat nicht mehr in das spiel rein. Macht nicht mal das spiel auf damit es laden kann. An meinem handy liegt es nicht da andere spiele auch gehen
Farmville 2	schlecht		Ich werde jedes mal aus dem Spiel raus geschmissen.... bitte fehler beheben
Subway Surfers	gut	Lol	Lol
Farmville 2	gut		Spiel hängt sich oft auf, dann kein Zugriff mehr auf Geräte und Maschinen! Waren kaufen und verkaufen zur Zeit nicht möglich! Sonst gutes Spiel. Bitte bitte Fehler beheben !!!
Farmville 2	schlecht		Das beliebteste farm spiel der Welt ist hay day
Hay Day	gut	Ok	Gans ok
Die Simpsons	gut		Ich suche noch ein paar Nachbarn, bitte adden :) KadirT
Die Simpsons	gut		Lol
Bike Race Free	gut		Gut
Die Simpsons	gut	Einfach geiles Spiel.	Hey Leute wo bleibt das neue Update
Call Of Duty Heroes	gut		Balken bleibt bei 80%stehen!
Subway Surfers	gut	Super	Ich finde es super aber man sollte aufpassen das man nicht davon süchtig wird
Farmville 2	gut	Jasmin	Linderer
Die Simpsons	schlecht	Hilfe	Bitte dringend die push-up Nachrichten korrigieren, die lassen sich nicht mehr ausschalten, das nervt gewaltig... yakuzadrag464
Subway Surfers	gut		Macht spaß und man hat eine herraußvorderuh
Farmville 2	schlecht		Ladet seit einer woche das Spiel nicht bei 22 % bleibt er stehen was nun kann mir einer ein tip geben
Farmville 2	gut		Fetzt
Subway Surfers	gut		cool
Hay Day	gut	Eigentlich okay 👌	Also ich finde Hay Day ein super Spiel. Nun ja, aber es macht irgendwann sehr süchtig! Nur deswegen habe ich 4 Sterne gegeben. Ich kann es gut weiterempfehlen, an Freunde, Familie und so. Schönes Spiel.
Die Simpsons	gut	Wann wird.....	Das Spiel an sich ist super, nur leider wird das Note 4 nicht mehr als Handy erkannt sondern als Tablet und dadurch wird das Spiel sehr Langsam und Hakelig. WANN WIRD DAS ÜBERARBEITET
Die Simpsons	gut		Klasse Zeitvertreib, ein Muss für Fans. Bitte addet mich fleißig! KurtCPause
Subway Surfers	gut		Cool
Hay Day	gut	Geiles Spiel	Ich finde es Hammer geil. Spiele es seid drei Wochen und bin schon nach einem Tag süchtig gewesen. Bin schon level 21. Beste Farm Ever.
Cut The Rope 2	gut		Cool
Die Simpsons	gut	Macht Spaß :)	Bitte mehr Freundschaftpunkte-Preise das kann doch nicht sein, dass ab Stufe 16 nichts mehr geht :( Wer noch Nachbarn braucht gultenk1980 einfach adden ;-)
Farmville 2	schlecht	Schlecht	Eigentlich sollte es 0 * sein
Hay Day	gut		Best of
Angry Birds	gut		einfach geil
Call Of Duty Heroes	gut	Cool	Ich finde es cool
Call Of Duty Heroes	gut	Call of Duty	Lustiges game
Subway Surfers	gut	Warum?	Dieses Spiel macht echt viel Spaß deswegen gibt es noch 4 Sterne. Das doofe ist das es seit einer Weile immer abbricht ,wenn man es startet,wenn das nicht wäre 5 Sterne.
Hay Day	gut		Is n bisschen scheiße dass Tom so viele Diamanten kostet
Call Of Duty Heroes	gut	Super spiel	Juhu
Hay Day	gut	Lol	Mit Level 29 hat einen clan
Farmville 2	gut		Cool
Bike Race Free	gut		Sehr gut ↑
Tower Defense	gut	Nice	Cool
Hay Day	gut	Gut	Aber dann wenn man bei 30.Level ist ist es Langweilig
Die Simpsons	gut	Super Spiel	Hab wieder nach einem Jahr angefangen... Macht einfach Süchtig... Wer will darf mich gerne adden: brutus1990
Call Of Duty Heroes	gut	Geil	Macht einfach als cod zocken so Spaß xD
Subway Surfers	schlecht		Oh
Farmville 2	gut	:-) :-) :-) :-) :-)	:-) :-) :-) :-) :-) :-) :-) :-) :-) :-)
Subway Surfers	gut	Subway surfers	Subway surfers ist sehr geil
Hay Day	gut		Macht voll süchtig♥
Hay Day	gut		Super cool
Die Simpsons	schlecht		Mein Springfield ist weg...!!! Wenn ich das Spiel öffne komme ich nur noch in Level 1 ?! Was soll das ??? BEHEBEN !!! Erst dann gibt's wieder alle Sterne !
Die Simpsons	gut		Spiel funktioniert wieder super. Wer mag kann mich in seiner freundschaftslieste hinzufügen Taffi82 vielen dank schon mal
Hay Day	gut	Muss alles 2 mal machen	Also seit dem letzten update ist das Spiel schon irgendwie komisch. Ich muss alles doppelt machen. Zb ernte ich was dann stürzt das Spiel ab und dann muss ich es nochmal machen. Ausserdem hab ich tom aktiviert. Ich hab vorhin 10 minuten gehabt bis der wieder zurück kommt. Ich hab kurz aus dem Spiel rausmüssen und jz hab ich plötzlich 1 stunde. Ich glaub da muss ein neu update her
Die Simpsons	gut	Ist super	Ich kann da zu nur SUPER sagen
Subway Surfers	gut		Tolles Spiel wird auch nicht langweilig:)
Farmville 2	gut		Super Spiel, macht Spaß
Angry Birds	schlecht		Nur für hobbylose Kinder geeignet!
Farmville 2	gut	Macht Laune	Schönes Spiel und gute Grafik
Die Simpsons	schlecht	Alles von vorne	Ich muss immer alles von vorne machen
Hay Day	gut	Best game ever	Ist eines der geiltsten games es ist einfach geil nur geil
Temple Run	gut	Carina	Cooooooooooooooooooooooooooooooooooooooooooooooool
Die Simpsons	schlecht	-.-	Stürzt einfach zu oft ab -.-
Die Simpsons	schlecht	neues update	seit dem neuen update komm ich nicht mehr ins spiel
Call Of Duty Heroes	gut	Coooooool	Ist richtig coooooooooooooooooooooooool
Hay Day	gut		Nie is es kack
Hay Day	gut	Das Game ist the best	Sau geile Graphik
Subway Surfers	gut		Bombig
Die Simpsons	schlecht		Ich kann mich nich mehr anmelden bei diesem kack
Subway Surfers	gut		Cool
Die Simpsons	schlecht		s...... komm nichts ins spiel es schmeist mich immer raus
Subway Surfers	gut	bombe	dieses spiel ist so geil
Hay Day	schlecht	Bin echt sauer, bei jedem derby bis jetzt fange ich eine aufgabe an, und danach zählt er die erste nicht, hab aber dann nur noch 4 aufgaben über bin echt schon sauer	Fehler bitte beheben, antwort wäre nett
Call Of Duty Heroes	gut		Sehr geiles Spiel
Call Of Duty Heroes	gut	Gut, aber	Das Spiel macht sehr viel Spaß, dauert aber zu lange bis man Cerelium bekommt. Ansonsten eine tolle Grafik!
Die Simpsons	schlecht	Hammer spiel	Seit den update koste ein blaues Haus 216.000 und vor Herr nur 1800.
Tower Defense	schlecht	Berechtigungen auf chinesisch?	Was soll denn das bitte? Wen hier was im eurpäischen raum angeboten wird sollte das zeug wenigstens english sein. Chinesisch kann hier keiner. Deinstalliert.
Die Simpsons	gut		Bin bis jetzt zufrieden nur ab und zu auch mal sonst bekommen wäre klasse
Die Simpsons	gut		Gut weil man nicht so viel cash kriegt
Tower Defense	schlecht	Mit Internet unspielbar	Das Spiel ist eigentlich richtig gut und macht Spaß. Ist herausfordernd aber es ist unmöglich das Internet an zu lassen weil sich alle 30Sek ein Popup öffnet
Bike Race Free	gut	COOLES GAME	NUR COOOOOOOOOOOL
Die Simpsons	gut		Tolle app
Bike Race Free	schlecht	Nicht gut	Es ist sehr unrealistisch und hat einige Bugs, außerdem reagiert die Steuerung manchmal nicht
Subway Surfers	gut		Leute ich cheate das ist geil 😋
Subway Surfers	gut		Sehr Teiles Spiel mehr kann man nicht sagen
Hay Day	gut	Sau geil✌😁	Es macht mega spaß und es vertreibt die zeit👍⌚!! Ich würde es auf jeden fall weiter empfehlen😁😁😁!!!
Subway Surfers	gut		Vill cool
Bike Race Free	gut	One of the best games	Für was sind jetzt nach der World Tour die Münzen?
Farmville 2	schlecht	Verkakt !	Läd und dan geht es wieder zurück dan läd es wieder und dan geht es wieder weis bildschirm! Schitt....
Hay Day	gut	Tiere	Ich möchte mal ein paar andere Farben für Kühe und Schafe das wäre cool
Cut The Rope 2	gut	D	Das Spiel ist voll der Hammer !!!!☺☺
Die Simpsons	gut		Einfach gut
Subway Surfers	gut		Mega cool: -)
Hay Day	schlecht		Ich brauche immer eine Internet Verbindung,dass ist blöd.
Subway Surfers	gut	top	richtig cool
Subway Surfers	gut		Kann man Stunden lang spielen
Die Simpsons	gut		Suchtmacher
Die Simpsons	gut	Nachbarn	Brauche neue aktive Nachbarn. center22
Angry Birds	schlecht	AngryBirds	Ich babe es schon einmal gespielt.Aber auf ein anderes Handy ,leider habe ich es nicht mehr, so auch das gute spiel. Ich kann es jeden nur wünchen das zu spielen.AngryBirds ist klasse
Bike Race Free	gut	Cool	Das Spiel macht Laune
Die Simpsons	schlecht		nach dem Update kann ich nicht mehr spielen, es stürtzt beim laden ab...soviel zu den weihnachtsgeschenken ;)
Hay Day	gut		Suuuuper Spiel Süchtigmacher :-) aber Hiiiiilfe heute nach neuem update soll ich auf Level 1 wieder neu anfangen.Neeeiiiin dann spiel ich nicht mehr,bin Level 61 aber Haken zum bestätigen geht nicht anzuklicken :-( bitte bitte bringt das in Ordnung denn meine Gruppe vermisst mich schon und ich das Spiel :-) ansonsten spiel ich nicht mehr,hab ja auch Geld investiert und das will ich nicht von vorn.
Hay Day	gut	Cool	Cooooooöooooooool
Die Simpsons	gut		Super Spiel
Hay Day	gut		Cool 5 sterne
Angry Birds	gut	Super	Ich finde es macht Spaß
Die Simpsons	gut		Nice :P
Hay Day	gut	Herzlich	Hallo Hersteller von Hai Dai das Spiel ist ein großes Wunder und es ist unersetzlich
Die Simpsons	gut	Top	Macht immer wieder ne menge spaß. Spiele es schon länger und die updates machen echt ne menge fun. Nur die Fläche wird langsam nen bisschen knapp.würde mich freuen wenn ihr mich addet len32145
Angry Birds	gut	Top	Das beste Spiel was gibt, um die Zeit zu vertreiben
Bike Race Free	gut	Cool,cool	Es ist einfach geil
Call Of Duty Heroes	gut		Nice
Die Simpsons	gut	Super Spiel.	Macht viel spass aber später sehr langwierig
Farmville 2	gut	Event Gegenstände nicht verfügbar	Leider gibt meine Kuh keine doppelrahm Milch, also komme ich bei dem Weihnachtsevent nicht weiter.....Bitte schnellstmöglichst beheben!! Ansonsten machen solche Events echt keinen Sinn
Temple Run	gut		Das ist gut
Subway Surfers	gut		Dieses Spiel ist hamer geil!!!!!!!!!!!!!!
Cut The Rope 2	gut	5 Sterne Verdient	Das spiel ist richtig lustig und OmNom is voll süß
Die Simpsons	schlecht	Mist	Seit heute kein reinkommen mehr..... Einmal dounats gebucht keine bekommen, mehr mal angeschrieben per Mail keine Antwort und bis dato nix gekommen an Dounats oder Geld erstattet..... wenn es gehen würde -5......
Temple Run	gut	Eines der besten jump and run spiele	Einfach nur geil (macht süchtig) aber tempel run 2 ist etwas besser
Bike Race Free	gut	Fuck geil	Voll cool Hammer geil
Die Simpsons	gut		Gibt es hier auch welche die noch ein paar Spieler suchen? :)
Die Simpsons	gut		Megaaa toll! :D
Tower Defense	gut	Muss man haben	Super Spiel nur zu empfehlen. Mehr Kristalle wäre nicht schlecht oder ein wöchentlicher Bonus
Farmville 2	schlecht	Stinksauer...	Das 4. Mal Sektgläser...hab die Nase voll...keiner von meinem Verband hat die Chance, zu beenden obwohl wir gut im Rennen liegen, alle stecken fest, es kommt in jeder Phase immer wieder das 1. Teil...hoffentlich wird die Zeit verlängert, die läuft nämlich davon...wenn ich hier so lese, habt ihr gemurkst, bei vielen exakt das gleiche Problem...Domenica Tischer/Admin von Farmers Paradise deutsch
Subway Surfers	gut	Hammer Game!	Bloß scheiße das da so viel Werbung is! Verbessern!!!!
Tower Defense	gut	Towerfan	Beste grüße
Subway Surfers	gut		Sehr gut
Die Simpsons	gut	Spassige unterhaltung	Für si. Fans sehr gut,cooles Update lustig
Angry Birds	schlecht		Langweilig
Hay Day	gut	Cool	Hay day ist cool
Hay Day	schlecht	Rotz	Der gröste schwachsinn
Die Simpsons	gut		Super GEil ..bestes Spiel
Die Simpsons	gut	Das Spiel ist cool oder😜	Nicht
Temple Run	schlecht	Ok	Das Spiel an sich ist super. Aber es ist nicht optimiert auf 3.3 Zoll Display großen! Bitte um Update!
Hay Day	gut	Unendlicher Spielspaß mit Suchtpotenzial!	Ich spiele nun seid etwas über einen Monat. Lange habe ich nach einem Spiel gesucht was man mal Zwischendurch aber auch mal länger spielen kann. Ohne Begrenzung oder übermäßigen Zeitdruck. Mit Hay Day habe ich es gefunden. Ohne Werbung, und man muss keinen Cent ausgeben! Und man braucht nicht zwangsläufig tausende Freunde bei Facebook, die dann über jede Kleinigkeit informiert werden. Die Animation ist superwitzig, es wird von Level zu Level anspruchsvoller, es kommen weitere Spielerlebnisse dazu. Wenn Kinder mal über die Schulter schauen ist es auch nicht schlimm,weil das Spiel so unschuldig ist, dass auch die es sehen können. Das einzige was man braucht ist ein bißchen Geduld. Ich habe auch niemals Probleme damit dass ich mich ständig neu anmelden muss oder Platz schaffen soll! Ich kriege sogar Diamanten für Wartungsarbeiten, die ich gar nicht bemerkt habe! Vielleicht sollten die Leute, die hier meckern ihre Handy oder Internet Einstellungen prüfen? Auch spielen am Tablet und Handy ist ohne viel Aufwand problemlos möglich. Es braucht nur stabiles Internet.
Call Of Duty Heroes	gut	Sehr schön	Schokt das Game
Subway Surfers	gut	Guter Zeitvertreib	Für jede Situation des Leerlaufes geeignet. Sehr gute Steuerung. Wenn das "Stocken" behoben würde, gäbe ich 5 Sterne! Ansonsten ein super Spiel
Die Simpsons	gut	Wieder wunderbar	Hin und wieder gab es mal abstürze aber wurden schnell behoben
Subway Surfers	gut	Einfach geil	Einfach nur geil
Temple Run	gut	Geilll llllll	??? ??!
Die Simpsons	gut		HAMMER
Subway Surfers	gut		Ist echt einer der tollsten apps und gut gegen Langeweile .
Naval Age	schlecht	Seit 07.05.2015 geht Spiel nicht.	Hi leute wollte heute Spiel starten und bekomme Meldung, das ich das Spiel updaten muß nur leider findet mein playstore das Spiel nicht und ich bekomme es nicht zum laufen. Hab SGS5
Call Of Duty Heroes	schlecht	Schade	So ein geiles Spiel einfach kaboom nach dem update bleibt der einfach stehen so schade das so geil das Spiel bitte bitte bitte bitte bitte beheben wenn ja dann 5 sterne
Hay Day	gut		Bei mir wird im Lagerhaus angezeigt das ich Kohle hab kann aber nichts herstellen im Schmelzofen steht dort auf 0!Beim letzten Derby konnte ich meine Belohnung in den 2 Feldern nicht auswählen! Dort ging ich leider leer aus!
Subway Surfers	gut	Cool	Das spiel ist cool aber wird mach einger zeit langweilig
Die Simpsons	gut		Sehr gut, nur die Ingamekäufe sind sehr teuer.
Die Simpsons	gut	klopfklopf	es funzt...super spiel
Die Simpsons	schlecht	Problem	Beim Start wir das Spiel synchronisiert und zeigt meinen ACC mit Level 51 an. Dann startet es aber mit der Spielstart Videosequence. Was ist da los ???
Die Simpsons	gut	Klasse app, endlich weihnachten	Spiel es gern. Bitte fügt mich als Nachbarn hinzu. Nickname retho1983394. Weihnachten ist leider vorbei, aber ich frei mich schon auf die Updates. Bald ist ja auch valentinstag.
Temple Run	gut	Cool	Ich finde das die APP total Cool ist besser als subway Surfers
Subway Surfers	gut		Cool
Die Simpsons	schlecht		Ich finde es voll dof das man wen man kein geld einsetztn will um donuts zu kaufen kann man nie das gesamte sprinfield aufbaun fur die meisten caraktere braucht man donuts und auch fur die heuser wenn ihr daran was ändert bekommt ihr wieder 5 sterne denn mir gefällt das spiel so total gut
Bike Race Free	gut	Voll gut	Einfach ein geiles spiel . Man kann es immer spielen . Einfach cool cool cool
Hay Day	gut	Gut,	Aber man kann keine Freunde unter dem 29 Level suchen. Deshalb nur ****
Farmville 2	gut		Spiele noch nicht lange bisher ganz gut nur mehr Lagerfläche wäre Ganz gut
Subway Surfers	gut		Tolles spiel
Tower Defense	gut		Top
Die Simpsons	schlecht	??	War jetzt Level 38 musste einige Spiele deinstallieren. Das ist zum kotzen das ich wieder von null anfangen muss. Ich hoff ihr könnt mir helfen, sonst muss ich saß Spiel wieder löschen, von vorne fange ich nicht wieder an. Danke
Die Simpsons	gut	Netter Zeitvertreib	Es nervt, dass man immer alles einzeln anklicken muss...besser wäre ein Knopf, um das gesamte Cash einzusammeln :-) Ansonsten TOP!
Die Simpsons	gut	Mega Geil	Das Spiel is supper! Ich braucbr noch viele nachbarn meine name ist: sveni9619
Hay Day	schlecht		Toll...Update gemacht und nun schließt es immer von selbst oder öffnet sich gar nicht erst. Warum?😠👎👎👎
Angry Birds	gut	Es ist Gut sehr gut	Das glaube ich auch noch ein bisschen mehr Zeit habe ich mich noch mal mit einem anderen Tag der Arbeit und Beruf des Tages heute Abend mal an und sag mal so ein bisschen was ich meine
Angry Birds	gut	Gut das Spiel aber ...	...ich kann das Spiel nicht runterladen aus irgendeinem Grund (s 2)
